is_customer,duration_mths,credit_hist,purpose,credit_amt,savings,employed,installment_rate_pct,sex_status,guarantors,same_resid_since,property,age,other_installment_plans,housing,n_credits_this_bank,job,dependents,phone,foreign_worker,target
<0,18,this bank all paid,furniture/equipment,1553,< 100k,1 - 4 years  ,4,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",44,bank,own,1,skilled employee / official,1,no,yes,0
0 - 200k,15,exist paid till now,radio/television,1444,unknown/ no savings account,< 1 year,4,male:single,none,1,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,no,yes,1
no checking account,9,exist paid till now,furniture/equipment,1980,< 100k,< 1 year,2,female:divorced/separated/married,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,2,skilled employee / official,1,no,yes,0
0 - 200k,24,exist paid till now,car (new),1355,< 100k,< 1 year,3,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unskilled - resident,1,yes,yes,0
no checking account,12,exist paid till now,education,1393,< 100k,>= 7 years,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2,yes,yes,1
no checking account,24,exist paid till now,radio/television,1376,500k - 1M,4 - 7 years,4,female:divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,no,yes,1
no checking account,60,delay in paying off in the past,radio/television,15653,< 100k,4 - 7 years,2,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,2,skilled employee / official,1,yes,yes,1
no checking account,12,exist paid till now,radio/television,1493,< 100k,< 1 year,4,female:divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,no,yes,1
<0,42,delay in paying off in the past,radio/television,4370,< 100k,4 - 7 years,3,male:single,none,2,if not A121 : building society savings agreement/ life insurance,26,bank,own,2,skilled employee / official,2,yes,yes,0
<0,18,exist paid till now,education,750,< 100k,unemployed,4,female:divorced/separated/married,none,1,real estate,27,none,own,1,unemployed/ unskilled  - non-resident,1,no,yes,0
0 - 200k,15,exist paid till now,repairs,1308,< 100k,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,unskilled - resident,1,no,yes,1
no checking account,15,exist paid till now,education,4623,100k - 500k,1 - 4 years  ,3,male:single,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,24,critical account/  other credits existing (not at this bank),radio/television,1851,< 100k,4 - 7 years,4,male:married/widowed,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,yes,yes,1
<0,18,critical account/  other credits existing (not at this bank),radio/television,1880,< 100k,4 - 7 years,4,male:married/widowed,none,1,if not A121 : building society savings agreement/ life insurance,32,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,36,delay in paying off in the past,business,7980,unknown/ no savings account,< 1 year,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,2,skilled employee / official,1,yes,yes,0
<0,30,no credits taken/ all paid,furniture/equipment,4583,< 100k,1 - 4 years  ,2,male:divorced/separated,guarantor,2,real estate,32,none,own,2,skilled employee / official,1,no,yes,1
no checking account,12,exist paid till now,car (new),1386,500k - 1M,1 - 4 years  ,2,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,no,yes,0
>= 200k,24,exist paid till now,car (new),947,< 100k,4 - 7 years,4,male:single,none,3,unknown / no property,38,bank,for free,1,skilled employee / official,2,no,yes,0
<0,12,exist paid till now,education,684,< 100k,1 - 4 years  ,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,rent,1,unskilled - resident,2,no,yes,0
<0,48,exist paid till now,education,7476,< 100k,4 - 7 years,4,male:single,none,1,unknown / no property,50,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,12,exist paid till now,furniture/equipment,1922,< 100k,1 - 4 years  ,4,male:single,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,1,unskilled - resident,1,no,yes,0
<0,24,exist paid till now,car (new),2303,< 100k,>= 7 years,4,male:single,co-applicant,1,real estate,45,none,own,1,skilled employee / official,1,no,yes,0
0 - 200k,36,delay in paying off in the past,car (new),8086,100k - 500k,>= 7 years,2,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,4,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,24,critical account/  other credits existing (not at this bank),car (used),2346,< 100k,4 - 7 years,4,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,yes,yes,1
<0,14,exist paid till now,car (new),3973,< 100k,unemployed,1,male:single,none,4,unknown / no property,22,none,for free,1,skilled employee / official,1,no,yes,1
0 - 200k,12,exist paid till now,car (new),888,< 100k,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",41,bank,own,1,unskilled - resident,2,no,yes,0
no checking account,48,exist paid till now,radio/television,10222,unknown/ no savings account,4 - 7 years,4,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",37,stores,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,30,no credits taken/ all paid,business,4221,< 100k,1 - 4 years  ,2,female:divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,no,yes,1
0 - 200k,18,critical account/  other credits existing (not at this bank),furniture/equipment,6361,< 100k,>= 7 years,2,male:single,none,1,unknown / no property,41,none,own,1,skilled employee / official,1,yes,yes,1
>= 200k,12,exist paid till now,radio/television,1297,< 100k,1 - 4 years  ,3,male:married/widowed,none,4,real estate,23,none,rent,1,skilled employee / official,1,no,yes,1
<0,12,exist paid till now,car (new),900,unknown/ no savings account,1 - 4 years  ,4,male:married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,no,yes,0
no checking account,21,exist paid till now,furniture/equipment,2241,< 100k,>= 7 years,4,male:single,none,2,real estate,50,none,own,2,skilled employee / official,1,no,yes,1
0 - 200k,6,delay in paying off in the past,furniture/equipment,1050,< 100k,unemployed,4,male:single,none,1,if not A121 : building society savings agreement/ life insurance,35,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
>= 200k,6,critical account/  other credits existing (not at this bank),education,1047,< 100k,1 - 4 years  ,2,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,50,none,own,1,unskilled - resident,1,no,yes,1
no checking account,24,critical account/  other credits existing (not at this bank),others,6314,< 100k,unemployed,4,male:single,co-applicant,2,unknown / no property,27,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,30,this bank all paid,furniture/equipment,3496,>= 1M,1 - 4 years  ,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",34,stores,own,1,skilled employee / official,2,yes,yes,1
no checking account,48,this bank all paid,business,3609,< 100k,1 - 4 years  ,1,female:divorced/separated/married,none,1,real estate,27,stores,own,1,skilled employee / official,1,no,yes,1
<0,12,critical account/  other credits existing (not at this bank),car (new),4843,< 100k,>= 7 years,3,male:single,co-applicant,4,if not A121 : building society savings agreement/ life insurance,43,none,rent,2,skilled employee / official,1,yes,yes,0
>= 200k,30,critical account/  other credits existing (not at this bank),radio/television,3017,< 100k,>= 7 years,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,1,skilled employee / official,1,no,yes,1
no checking account,24,critical account/  other credits existing (not at this bank),business,4139,100k - 500k,1 - 4 years  ,3,male:single,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,yes,yes,1
no checking account,36,exist paid till now,business,5742,100k - 500k,4 - 7 years,2,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,yes,yes,1
no checking account,60,exist paid till now,car (new),10366,< 100k,>= 7 years,2,male:single,none,4,if not A121 : building society savings agreement/ life insurance,42,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,6,critical account/  other credits existing (not at this bank),car (new),2080,500k - 1M,1 - 4 years  ,1,male:married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,no,yes,1
no checking account,21,delay in paying off in the past,business,2580,500k - 1M,< 1 year,4,male:single,none,2,real estate,41,bank,own,1,unskilled - resident,2,no,yes,0
no checking account,30,critical account/  other credits existing (not at this bank),radio/television,4530,< 100k,4 - 7 years,4,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,24,critical account/  other credits existing (not at this bank),furniture/equipment,5150,< 100k,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,72,exist paid till now,radio/television,5595,100k - 500k,1 - 4 years  ,2,male:married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,no,yes,0
<0,24,exist paid till now,radio/television,2384,< 100k,>= 7 years,4,male:single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,no,yes,1
no checking account,18,exist paid till now,radio/television,1453,< 100k,< 1 year,3,female:divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee / official,1,no,yes,1
no checking account,6,exist paid till now,education,1538,< 100k,< 1 year,1,female:divorced/separated/married,none,2,unknown / no property,56,none,own,1,skilled employee / official,1,no,yes,1
no checking account,12,exist paid till now,radio/television,2279,unknown/ no savings account,1 - 4 years  ,4,male:single,none,4,unknown / no property,37,none,for free,1,skilled employee / official,1,yes,yes,1
no checking account,15,delay in paying off in the past,radio/television,1478,< 100k,1 - 4 years  ,4,male:married/widowed,none,3,real estate,33,bank,own,2,skilled employee / official,1,no,yes,1
no checking account,24,critical account/  other credits existing (not at this bank),radio/television,5103,< 100k,< 1 year,3,male:married/widowed,none,3,unknown / no property,47,none,for free,3,skilled employee / official,1,yes,yes,1
0 - 200k,36,delay in paying off in the past,business,9857,100k - 500k,4 - 7 years,1,male:single,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,2,unskilled - resident,2,yes,yes,1
no checking account,60,exist paid till now,car (new),6527,unknown/ no savings account,1 - 4 years  ,4,male:single,none,4,unknown / no property,34,none,for free,1,skilled employee / official,2,yes,yes,1
>= 200k,10,critical account/  other credits existing (not at this bank),radio/television,1347,unknown/ no savings account,4 - 7 years,4,male:single,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,yes,yes,1
0 - 200k,36,delay in paying off in the past,car (new),2862,100k - 500k,>= 7 years,4,male:single,none,3,unknown / no property,30,none,for free,1,skilled employee / official,1,no,yes,1
no checking account,9,exist paid till now,radio/television,2753,100k - 500k,>= 7 years,3,male:single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,yes,yes,1
<0,12,exist paid till now,car (new),3651,>= 1M,1 - 4 years  ,1,male:single,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,2,no,yes,1
<0,15,critical account/  other credits existing (not at this bank),furniture/equipment,975,< 100k,1 - 4 years  ,2,male:divorced/separated,none,3,if not A121 : building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1,no,yes,1
0 - 200k,15,exist paid till now,repairs,2631,100k - 500k,1 - 4 years  ,3,female:divorced/separated/married,none,2,real estate,25,none,own,1,unskilled - resident,1,no,yes,1
